category,last_replier,poster,replies,text,topic,views 
Watering and fertilizing,m5eaygeoff,Pieri,2,"I wish to make my own basic winter fertilizer. I have potash and phosphate and would like to know what else to use, keeping it nitrogen free. I also need to know how you determine the ratios of each...",Homemade winter fertilizer,1602
Watering and fertilizing,m5eaygeoff,JMoney,10,"This is a great article on watering and feeding with different mediums.

http://walter-pall-bonsai.blogspot.com/2010/06/feeding-substrate-and-watering-english.html","Feeding, Substrate and Watering",4712
Watering and fertilizing,Hazeltree,Hazeltree,5,"Hi, has anyone noticed the trunk of a bonsai looking wet?
Not the shiny sort of wet but more like the moisture from the soil is wicking up the trunk. The bark is darker and moist looking to about...","Sageretia Theezans, wet drunk",763
Watering and fertilizing,eangola,parker,2,I am curious how many people mist their trees foliage in between normal waterings in the summertime.,Misting foliage,797
Watering and fertilizing,flipi,flipi,3,"Hi Folks,
I started to use yellow bottle bloom fertilizer, anyone have experience with it?
thanks",yellow bottle bloom,718
Watering and fertilizing,tubaboy,homi576,30,"Hello everyone

I have 9yr Chinese Elm and I am a beginner to everything bonsia, always wanted one now I have :cheer:. I have been doing a lot of research on how to care for it and I can across...","Beginner With Chinese Elm, Tap Water No No?",4404
Watering and fertilizing,Auk,PandarenBonsai,8,"So I bought a Chinese Elm bonsai two days ago and the bonsai nursery guy said to submerge it in water tub everyday. However, after internet research I've read I have to wait for it to dry out a bit...",Chinese Elm Watering and Fertilizing,1759
Watering and fertilizing,Auk,CarlExter,15,Anybody out there into boards? I'm thinking about setting up some chips to control lighting/water/fertilizer/humidity.,Arduino-controlled growth environments,8099
Watering and fertilizing,codeman_11901,codeman_11901,8,"Hey everyone,

I have a collected buckthorn in my garage, and before spring hits I want to nail down a solid fertilizer plan. My biggest concern, which may not even be an issue, is that i have to...",collected buckthorn fertilizing,811
Watering and fertilizing,leatherback,Driver170,7,"Hi i just got an adult ficus and hoping someone can link me to the best food to use on these guys?

Cheers",Ficus Microcarpa,1068
Watering and fertilizing,doddsy,tomcardno1,3,"hey everyone, I've got a young juniper 4-5 y/o how often should i fertilise it during the growth season?",fertilising juniper in growth season?,1047
Watering and fertilizing,leatherback,dallasaggie,1,"I have a quick question. Can you use Artesian water to water a bonsai? Usually I have an extra bottle of Fiji water or VOSS (Norwegian artesian) left over at my office, and I don't trust our tap...",Using artesian water,1071
Watering and fertilizing,kcintimidator,Thedesigner,30,Hey Everyone! I'm a current student majoring in design and I'm doing a project for my class to design a watering can for Bonsai trees. I need to gather research for my project and have to interview 3...,Bonsai watering can project:,3705
Watering and fertilizing,BonsaiLearner,Pepé,2,"Hello, I have a situation, my bonsai is beginning to turn its young branches brown, still tender and flexible, so I think that I saved it. I got it as a present. And I just got it two months ago.....",Japenese  juniper and watering,701
Watering and fertilizing,leatherback,AllenPKang,1,Anybody Please Help to Use Lawn Fertilizer During the Summer?,How to Use Lawn Fertilizer During the Summer?,820
Watering and fertilizing,Auk,homi576,2,"Hay everyone

I have had my Chinese elm for about 3 days now, I am wondering how long I should let it adjust to its new environment before it starts a watering/feeding regime? It does look a little...",When to start watering and feeding,859
Watering and fertilizing,Auk,stu93,9,Help me please my bonsais leaves are going yellow and falling off. I have been told this could be from over watering or various other reasons but would just like some peace of mind as its my first...,my bonsai's leaves are turning yellow,2792
Watering and fertilizing,leatherback,spaceboy_psy,6,Hi all! I decided to use the chopstick method as I begin to get the hang of watering my bonsai plants (also rolled it out to my other house plants while I was at it!) and I'm loving it. EXCEPT that...,Chopsticks gathering mould,1071
Watering and fertilizing,Darsh,Darsh,2,"Can someone decide for me which of these to buy because I really don't know enough about fertilisers.
All my plants are small so I want grow, especially branches and leaves.
I translated these into...",Quick fertiliser question,958
Watering and fertilizing,Auk,zincsulfate,2,"I have a questions, hope you can help me.My garden grow some moss.Spray some fertilizer can help me to remove this moss ???

How to do it ? and which fertilizer will help me.

thank you!",Spray fertilizer can be help in moss treatment???,938
Watering and fertilizing,Swimmer,Swimmer,9,Hi I was given a Ficus indoor tree a few years ago and had managed to keep it pretty healthy. I repoted it earlier this year and it dropped almost all of its leaves. On advice I moved it out of the...,Ficus watering,1264
Watering and fertilizing,Auk,jebby93,3,I have my bonsai sitting on a square dinner plate with water touching the bottom of the bonsai pot. Is this acceptable or will the water wick thru the pot and &quot;over water&quot; the bonsai?,Humidity tray,1358
Watering and fertilizing,leatherback,Mpoulter,1,"Be interested to hear about peoples experiences using anti transpirant spray, particularly in relation to collecting.
I have a couple of uses for this if people seem to think its a good option...

1-...",Using anti transpirant spray?,470
Watering and fertilizing,Indo Andreas,MAST3RFARM3R227,42,"I am new to bonsai, and the one topic I haven't quite understood is: what is the best fertilizer for my bonsai and how should I apply?",fertilizing my juniper bonsai?,3784
Watering and fertilizing,leatherback,zburke11,4,"So I was gone for a few days, and watered both of these pretty heavily before I left. Sadly when I got home my Ligustrum was all shrivelled up :( I immediately watered it, and I'm hoping for the...",Is it a goner?,717
Watering and fertilizing,leatherback,spacewood,6,"Hi all,

As you see im brand new member here, and I am really happy to have joined. Though, I will postpone my introduction for little later.

Let me get straight on the point now -

I am watering my...",bottled spring water good?,2005
Watering and fertilizing,leatherback,emojuniper,1,"I know that junipers prefer their soil to fully dry before watering again, but due to the rainy weather, the soil has stayed fully wet for a couple of days (not to mention the previous rainstorms)....",Junipers and Rainy Season,722
Watering and fertilizing,m5eaygeoff,Westy,7,"I haven't watered for so long I'm getting worried!

I'm following everything I have read and not watering until the soil starts to feel dry, but this never seems to happen

Some are under cover in the...",Not watered for over a month,859
Watering and fertilizing,leatherback,Swimmer,6,"Hi
Having revived my indoor ficus thanks to help from this forum I was now wondering about issues I appear to be having when feeding it. I use a liquid fertilizer bought from a bonsai specialist shop....",Ficus feeding,1058
Watering and fertilizing,leatherback,Paul_Stafford,5,"Hi there,
I was given a Japanese Holly (Ilex Crenata) for my birthday and was trying information about feeding it.
I have some Pokon Bonsai plantfood (4+6+6)
I would like to use this and have being...",Bonsai Begginer Feeding,1001
Watering and fertilizing,Winter,JoshSiegel,19,I have realized recently that I will be doing lots of traveling in the next few months. I was wondering if anyone could recommend me an automatic water timer. Are there any other solutions I should...,Leaving My Bonsai,1824
Watering and fertilizing,MajorGoob,MajorGoob,3,"So I recently purchased a Globe Brush Cherry starter bonsai (litte tiny dude. Named him Kirsebær, Norwegian for cherry.). It is potted in a mixture of soil, pine bark, and lava rocks. It only gets...",Watering?,663
Watering and fertilizing,Madartej21,alexweiner,1,What is the best fertilizer to use on a Juniper Nana in early spring into summer?,Juniper NANA,845
Watering and fertilizing,ykbonsai,ykbonsai,8,"hi
What do you think are the best fertilizers for Ficus Ginseng? I am looking for one organic and one inorganic ...
Thank you",Fertilizer,490
Watering and fertilizing,Bonsai Bender,spacewood,4,Anyone tried this as fertilizer? I came across article stating it increases growth and gives general benefits to plants. Thanks for feedback.,Potassium Permanganate,756
Watering and fertilizing,botanybro,jordystokes,11,"Hello Everyone!

Looking to buy a new watering can and wanted the opinion of those more experienced than myself.

What is the best watering can for bonsai? What makes your choice the best? ",Best Watering Can?,4561
Watering and fertilizing,leatherback,krystal,24,"Hello,

Very new to bonsais. One of my first efforts is the following &quot;El Molle&quot; tree, standing on a painted stone. Pretty, and I would like to keep it this way, but difficult to water. What I have...",How to water a vertically standing bonsai?,3268
Watering and fertilizing,Cjlopez4,Cjlopez4,4,The Japanese Boxwood has yellowing leaves and dropping. Reported and pruned three weeks ago. It's been in the shade for two of the three weeks. It's been only in partial sun (3 hours per day) this...,Boxwood Leaves yellowing and dropping,753
Watering and fertilizing,Madartej21,JohnnieWbl,7,I read that spraying a fertilizer mixed with water is also used to help grow a tree faster/healthier.. What are your thoughts on this? I'd like to do an experiment with 5 young oak trees I've planted...,Spray-fertilizing,2828
